1,442
1,442
1,362
1,442
1,440
1,362
1,442
1,362
1,362
1,442
1,362
1,442
1,442
1,442
1,442
1,361
1,320
1,362
1,442
1,442
1,442
1,362
1,442
1,362
1,441
1,442
1,442
1,442
1,361
1,442
1,442
1,442
1,442
1,362
1,442
1,442
1,362
1,442
1,442
1,442
1,442
1,442
1,442
1,442
1,442
1,442
1,343
1,343
1,343
1,343
1,343
1,343
3,342
1,343
2,343
1,343
1,343
1,343
2,343
1,343
1,318
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,342
1,343
1,343
2,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
2,343
1,342
1,334
1,343
1,343
1,342
2,343
1,343
1,342
1,343
1,343
1,343
1,343
1,343
1,343
2,336
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
24,343
1,343
1,343
1,172
1,343
1,343
1,343
1,343
1,343
1,312
1,343
1,306
1,305
1,289
1,290
1,217
1,343
1,343
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
60,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,406
1,407
59,407
1,407
4,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,407
1,405
1,407
1,506
168,506
1,506
3,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
1,506
113,506
1,146
1,506
1,506
147,506
1,506
1,506
1,506
1,506
1,506
1,505
1,506
1,506
1,506
1,506
1,506
1,352
1,352
1,352
1,352
1,352
1,352
1,351
1,352
1,352
1,352
1,352
116,352
1,352
1,352
1,352
1,352
1,352
1,352
1,352
1,352
1,352
1,352
1,467
1,467
1,467
95,467
1,467
1,467
1,467
1,467
1,467
126,467
1,467
1,466
1,467
1,467
1,467
1,467
1,467
1,467
1,467
1,467
106,467
177,467
1,467
1,467
1,467
1,467
1,467
119,467
1,467
1,467
1,467
1,467
1,467
1,467
1,467
1,467
1,235
1,467
1,467
1,467
1,467
1,292
1,292
1,292
1,292
