1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
23,292
1,292
1,292
1,292
1,292
1,292
1,292
1,291
1,292
1,292
1,292
1,292
1,292
1,291
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,292
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
2,343
1,343
1,343
1,343
5,343
1,343
46,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
72,343
1,343
1,343
73,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
1,343
8,342
1,343
1,426
1,343
1,426
1,426
1,349
1,303
1,426
1,252
1,371
1,426
1,426
1,426
1,349
1,231
1,426
1,426
1,426
1,426
1,426
1,426
1,426
1,426
1,426
1,426
1,425
1,425
2,426
1,426
1,426
1,426
1,426
1,425
1,426
1,385
1,426
1,326
1,426
1,426
1,426
1,426
1,426
1,426
1,426
1,426
1,426
1,426
1,426
1,426
1,426
1,426
1,425
1,425
1,426
1,426
1,462
1,462
1,462
1,462
1,462
1,421
1,462
1,357
1,360
1,346
1,462
1,462
1,462
1,462
1,370
1,462
1,462
1,462
1,461
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
4,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,462
1,274
1,274
1,274
1,274
1,274
1,274
1,274
1,274
1,274
1,274
1,274
1,274
1,273
1,274
1,274
23,274
1,274
1,274
1,274
1,226
1,274
1,271
1,274
1,274
1,274
1,274
1,274
1,274
1,274
94,519
1,519
1,519
1,519
1,519
1,519
1,518
1,519
1,519
1,519
1,519
1,519
1,519
110,519
1,519
1,519
2,519
1,519
1,519
1,519
1,519
1,519
1,519
1,519
1,519
1,519
1,417
1,519
1,395
1,519
1,519
1,519
1,519
1,519
1,502
1,424
1,519
1,519
1,519
1,519
1,507
1,509
1,518
1,519
1,519
1,519
1,519
2,451
4,423
1,423
1,423
1,423
1,423
152,423
1,423
14,423
4,423
1,423
1,423
1,423
1,423
1,423
1,423
1,423
1,423
1,423
1,423
1,423
1,423
1,387
1,423
1,423
1,423
1,423
1,423
1,423
1,423
1,423
3,423
1,423
1,423
1,423
1,423
5,423
30,423
1,423
31,423
1,423
1,423
1,423
1,423
1,423
1,507
1,507
2,507
1,507
1,507
2,506
1,507
1,507
1,507
1,507
1,507
1,507
1,507
1,507
1,507
1,507
171,507
1,507
195,507
1,507
195,507
1,507
1,507
1,507
1,507
1,507
2,503
1,507
1,506
1,507
1,507
1,507
1,507
1,507
1,507
1,507
2,507
1,470
1,470
92,470
1,470
1,470
1,470
3,470
1,470
1,470
1,470
1,470
1,470
1,470
1,470
1,470
1,470
1,336
1,470
1,470
1,470
116,470
1,470
1,470
61,470
1,470
44,470
1,470
1,470
53,470
1,470
1,361
49,470
13,470
1,470
1,470
144,470
1,463
1,463
1,463
1,463
1,463
1,463
1,463
1,463
1,463
1,463
1,463
1,462
1,463
1,463
1,463
1,463
5,463
1,463
1,463
1,463
1,463
1,462
1,377
1,463
1,463
1,463
1,463
1,463
1,463
30,422
1,463
1,463
1,351
1,463
1,463
1,463
1,463
1,463
1,463
1,463
1,463
1,463
1,463
1,463
1,463
1,419
1,419
1,419
1,419
1,419
1,419
1,419
1,419
1,419
1,419
1,419
2,419
1,419
1,419
1,336
1,419
1,419
1,419
2,419
1,419
1,419
1,418
1,419
1,419
1,419
1,419
2,419
1,419
1,419
1,419
1,419
1,419
1,419
1,419
1,419
1,419
1,419
1,419
1,466
1,546
1,443
1,546
1,464
1,546
1,481
1,546
1,546
1,546
1,481
1,546
1,546
1,546
1,546
2,546
1,546
1,546
1,546
1,546
1,546
1,546
1,546
1,513
1,546
4,546
1,546
1,546
1,546
1,546
1,546
1,546
1,546
1,546
1,546
1,546
62,546
1,546
1,546
61,546
1,546
1,490
1,490
1,490
1,490
1,490
3,490
1,490
1,490
1,490
1,490
1,490
1,490
1,490
1,490
1,490
1,490
1,490
1,490
1,490
1,490
1,490
1,490
21,490
1,490
1,490
1,490
1,490
1,490
1,490
1,490
1,490
1,490
2,490
1,490
1,490
1,490
1,490
1,512
1,512
1,511
1,512
2,512
1,512
1,512
115,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
53,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,512
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
4,412
1,412
1,412
1,412
1,412
1,412
1,412
1,412
2,412
1,412
1,412
1,412
2,412
1,393
1,393
1,393
1,393
1,393
1,393
1,393
1,393
1,393
1,393
1,393
1,393
2,393
1,393
1,393
1,393
1,393
47,393
1,393
1,393
1,393
1,393
1,393
1,393
1,393
1,393
1,393
1,393
1,393
1,393
1,393
1,393
